Suffix,Place Name,State,Lat,Long
ing,Groover Landing,SC,32.4854625,-81.2184398
rings,Healing Springs,SC,33.3940401,-81.2734383
rings,Heath Springs,SC,34.5932062,-80.6753495
side,Hillside,SC,34.2568204,-79.7858948
land,Hilton Head Island,SC,32.216316,-80.752608
ville,Hobbyville,SC,34.6967947,-81.9314881
creek,Hollow Creek,SC,33.4073631,-81.7884453
wood,Homewood,SC,33.8840587,-79.0483696
sboro,Hornsboro,SC,34.7979327,-80.2886747
hill,Horrel Hill,SC,33.9518209,-80.8425889
owe,Howe,SC,34.134046,-79.7581193
town,Indiantown,SC,33.7251656,-79.5595057
ville,Jenkinsville,SC,34.2673706,-81.2884285
town,Johnstown,SC,33.4929149,-81.8762242
ville,Jonesville,SC,34.8359651,-81.6809327
wood,Kathwood,SC,33.3443093,-81.8442804
sburg,Kingsburg,SC,33.8804422,-79.4520002
ville,Kingville,SC,33.8057105,-80.6975883
city,Lake City,SC,33.8709959,-79.7553452
view,Lake View,SC,34.3457189,-79.1655946
side,Lakeside,SC,34.7770626,-82.4295693
ford,Lanford,SC,34.6334592,-81.974819
hill,Liberty Hill,SC,33.9187373,-82.1737333
hill,Liberty Hill,SC,34.4782028,-80.8017449
ville,Lickville,SC,34.6178944,-82.3345647
ing,Little Hell Landing,SC,33.0612647,-81.5634426
field,Lockhart Oil Field,SC,34.4234875,-80.5345191
hill,Locust Hill,SC,35.0178939,-82.3837293
ford,Long Bottom Ford,SC,34.8995353,-83.1857095
town,Longtown,SC,34.3476471,-80.8373049
ville,Lowndesville,SC,34.21261,-82.6495759
ville,Manville,SC,34.154044,-80.3034083
bluff,Mars Bluff,SC,34.2054345,-79.6553372
top,May Hilltop,SC,34.317384,-79.2197647
ville,Mayesville,SC,33.9876575,-80.2081319
ville,Mechanicsville,SC,34.3448772,-79.7572838
alley,Midland Valley,SC,33.551526,-81.8209446
ford,Milford,SC,33.7471037,-80.5331412
wood,Millwood,SC,33.5993316,-79.7442357
ville,Bennettsville,SC,34.6173803,-79.6847814
town,Birdtown,SC,34.630155,-80.4334021
sburg,Blacksburg,SC,35.1212409,-81.5159246
ville,Blackville,SC,33.3579297,-81.2706606
lair,Blair,SC,34.4215317,-81.3962098
rners,Bluehouse Corners,SC,32.7701761,-80.699272
rings,Boiling Springs,SC,33.1351522,-81.4312186
town,Bolen Town,SC,33.475154,-81.0173172
ing,Bolon Hall Landing,SC,32.4196368,-80.8514965
eau,Bonneau,SC,33.305446,-79.9578565
eaux,Bordeaux,SC,33.9265115,-82.4206842
ing,Bostick Landing,SC,33.9337745,-79.4761676
land,Bounty Land,SC,34.7073202,-82.9909833
wood,Breezewood,SC,34.0715131,-82.1465108
hill,Browns Hill,SC,33.357642,-81.8567805
ville,Bucksville,SC,33.7187815,-79.0628155
ford,Buford,SC,34.7445962,-80.6167328
creek,Bullock Creek,SC,34.8543012,-81.4117577
ing,Carter Landing,SC,34.1459929,-79.543668
hiloh,Central-Shiloh,SC,34.2601154,-82.3437355
ing,Cherrys Crossing,SC,34.6551047,-82.8351427
rings,Chick Springs,SC,34.927061,-82.2806704
ing,Coles Crossing,SC,34.1665451,-79.7636742
ville,Cordesville,SC,33.1321144,-79.8834131
ville,Craytonville,SC,34.4362212,-82.4829049
ville,Crocketville,SC,32.9165526,-81.0773274
hill,Cross Hill,SC,34.3048489,-81.9828892
town,Davistown,SC,34.0229395,-79.5311691
ekalb,Dekalb,SC,34.3773741,-80.5959099
ville,Dovesville,SC,34.4023774,-79.8950643
ing,Downs Siding,SC,34.2448419,-82.2204008
ford,Duford,SC,34.1912777,-79.0639234
town,Eadytown,SC,33.4123877,-80.1470284
field,Edgefield,SC,33.7895774,-81.9295582
ing,Enterprise Landing,SC,33.6690588,-79.0605933
rings,Eutaw Springs,SC,33.4068304,-80.3009217
ville,Eutawville,SC,33.3946078,-80.3473115
ville,Felderville,SC,33.463495,-80.5436998
ing,Fennell Hill Landing,SC,32.9279367,-81.489552
hill,Fisher Hill,SC,34.6762674,-79.9311754
hill,Flint Hill,SC,34.4076454,-80.9509178
loyd,Floyd,SC,34.3709881,-79.9036752
town,Foxtown,SC,33.7132007,-81.5695491
ville,Foxville,SC,33.8859892,-80.5559187
creek,Gap Creek,SC,35.1509507,-82.4915102
beach,Garden City Beach,SC,33.5737802,-79.002535
town,Georgetown,SC,33.376834,-79.2944965
hills,Cherokee Hills,SC,35.1231817,-81.7059324
tates,Delmar Estates,SC,34.9140146,-81.8692691
farms,Andrews Farms,SC,34.9401244,-81.8867697
wood,Anglewood,SC,34.918733,-81.993715
wood,Arrowwood,SC,35.1673429,-81.884549
ights,Branyon Heights,SC,34.927901,-81.9409368
lyn,Brooklyn,SC,35.180675,-81.9256614
ights,Calina Heights,SC,34.9434508,-82.1856665
ights,Canterbury Heights,SC,35.0145646,-81.9609387
tates,Chapel Estates,SC,34.9215069,-82.1809443
hill,Cherry Hill,SC,34.9879024,-81.8373254
lake,Chestnut Lake,SC,35.0065072,-82.0526073
creek,Cinder Creek,SC,34.9690138,-81.8456585
tates,Clark Estates,SC,35.1095619,-82.0367748
ights,Clearview Heights,SC,35.0031788,-81.8701038
ights,Clearview Heights,SC,35.0384523,-81.9939951
ing,Cold Spring,SC,34.9145661,-82.0067707
tates,Country Club Estates,SC,34.9812273,-82.2128893
tates,Country Club Estates,SC,34.935403,-81.8645472
hills,Crestview Hills,SC,34.9695608,-82.2187229
lake,Calhoun Lake,SC,34.9323481,-81.845658
creek,Cypress Creek,SC,34.9787351,-81.8664924
ville,Evinsville,SC,34.6837402,-81.8878775
tates,Fairway Estates,SC,34.9792829,-82.2173339
farms,Fernwood Farms,SC,34.9626237,-81.8914925
oaks,Five Oaks,SC,35.171504,-82.1678901
farms,Fort Prince Farms,SC,34.9723413,-82.0573291
grove,Fosters Grove,SC,35.0628994,-81.8970489
creek,Gary Creek,SC,34.9884517,-82.0695519
wood,Gatewood,SC,34.8579023,-81.9664912
wood,Glenwood ,SC,34.9737323,-81.9595491
hills,Hickory Hills,SC,35.030674,-82.0303848
hills,Hidden Hills,SC,34.9065119,-81.9687145
rest,Hillbrook Forest,SC,34.9740127,-81.8764924
ville,Hillsville,SC,34.6626266,-81.9664867
top,Hilltop,SC,34.9820653,-81.963716
ights,Holly Hill Heights,SC,34.9653955,-82.1456651
hills,Huntington Hills,SC,34.9076259,-81.8701024
wood,Kenwood,SC,34.928734,-81.9498258
wood,Kentwood,SC,35.0451224,-81.8792707
rest,Lake Forest,SC,34.9676245,-81.8609365
manor,Lakeview Manor,SC,35.0345668,-81.8828819
hills,Lakewood Hills,SC,34.9665056,-82.2053893
ights,Lanier Heights,SC,34.9954,-81.9078821
wood,Laurelwood,SC,35.0542866,-81.9567723
hills,Luray Hills,SC,35.0826187,-81.987051
wood,Lynwood,SC,35.0251222,-81.8928821
wood,Maplewood,SC,34.9167843,-82.2087232
tates,Mason Estates,SC,35.0534531,-81.9603835
ing,Meadow Spring,SC,35.0137327,-81.9167712
farms,Meadowbrook Farms,SC,35.0373405,-82.0309404
tates,Midland Estates,SC,35.0245642,-81.9701056
tates,Mink Creek Estates,SC,34.9765054,-82.2012223
brook,Mountainbrook,SC,35.0215089,-81.9648277
hills,North Hills,SC,35.0126206,-81.9506607
wood,Northwood,SC,35.0695633,-81.9862175
creek,Oak Creek,SC,34.9315145,-81.8556581
rest,Oak Forest,SC,34.9095665,-81.9942703
wood,Oakwood,SC,34.9440061,-82.2026116
tates,Palmetto Estates,SC,34.9515061,-82.1931667
tates,Panorama Estates,SC,35.0406754,-81.9656612
tates,Peach Valley Fairway Estates,SC,35.0306775,-81.9003822
brook,Pebblebrook,SC,34.9065111,-81.9959369
grove,Pine Grove,SC,34.8878994,-82.0498276
brook,Pinebrook,SC,34.8920658,-82.0526056
rest,Pinecrest,SC,34.9709503,-82.1789995
ights,Pinnacle Heights,SC,34.9790084,-82.0192725
ollow,Quail Hollow,SC,34.9367924,-81.8498248
ights,Ridgewood Heights,SC,34.9737318,-81.9756604
rest,River Forest,SC,35.0223409,-82.0159398
oaks,River Oaks,SC,35.0995625,-82.0034405
wood,Rosewood,SC,34.9126262,-81.8526023
tates,Salem Estates,SC,34.8992897,-81.9745477
ights,Serene Heights,SC,34.950951,-82.1664992
rest,Shannon Forest,SC,34.9187336,-81.9720481
field,Sheffield,SC,34.9273442,-81.9803817
hiloh,Shiloh,SC,35.0237297,-82.0226067
creek,Shoally Creek,SC,35.0162316,-81.9512163
brook,Shoresbrook,SC,34.9384542,-82.0103826
farms,South Meadows Farms,SC,34.915679,-81.9470477
tates,Southport Estates,SC,34.9034564,-81.9664922
hills,Spring Hills,SC,35.0337307,-81.9737169
lake,Spring Lake,SC,34.9287372,-81.8414913
tates,Springdale Estates,SC,35.0848449,-81.8542702
lake,Springlake,SC,35.0584539,-81.9323274
creek,Stone Creek,SC,35.0048411,-82.0151063
hill,Summerhill,SC,34.9459556,-81.9517706
epark,Thunderbird Mobile Home Park,SC,35.0070642,-81.9784389
place,Tidmans Place,SC,35.1126171,-82.0626089
creek,Twin Creek,SC,35.0398424,-81.9534388
epark,Valley Dale Park,SC,34.889011,-82.0248266
hills,Vanderbilt Hills,SC,34.9434551,-81.9695486
ights,Victor Heights,SC,34.9334505,-82.2123343
hills,Victorian Hills,SC,34.9259507,-82.2078898
ights,Wade Hampton Heights,SC,34.9526173,-82.1831664
oaks,Water Oaks,SC,34.8762324,-82.0753842
rest,West Forest,SC,34.9234548,-82.0039931
ights,Westview Heights,SC,34.9290103,-82.0001042
rings,White Stone Springs ,SC,34.8729063,-81.8123237
tates,Williamsburg Estates,SC,34.9320695,-81.8734361
wood,Willow Wood,SC,35.009841,-82.0173286
rest,Windsor Forest,SC,34.9042921,-81.8887137
hills,Woodburn Hills,SC,34.9431793,-81.9087145
creek,Woodcreek,SC,35.0067874,-81.9481606
ights,Woodland Heights,SC,34.9312333,-81.9692705
rest,Woodland Forest,SC,34.9545611,-82.2170564
field,Woodfield,SC,34.9748419,-82.01205
ights,Zoar Heights,SC,34.9653946,-82.197889
cho,Dalcho,SC,34.3657159,-79.4931078
town,Hayestown,SC,34.3473836,-79.2522659
hills,Douthit Hills,SC,34.6814942,-82.8290317
ing,Sutton Spring ,SC,34.9812456,-81.2914659
alley,Apple Valley,SC,34.0551518,-81.0981491
tates,Arlington Estates,SC,34.1212627,-81.0467576
tates,Barhamville Estates,SC,34.0276548,-81.0142578
wood,Baronywood,SC,34.0520975,-81.0517587
view,Belleview,SC,34.0165432,-81.0375921
tates,Belmont Estates,SC,34.0362632,-81.0978717
rest,Berkeley Forest,SC,33.9684882,-80.903423
tates,Bluff Estates,SC,33.9382111,-80.9734242
rest,Bonnie Forest,SC,34.079595,-81.1362055
ights,Booker Washington Heights,SC,34.0304322,-81.0225914
hills,Brandon Hills,SC,33.9718223,-80.9712018
wood,Briarwood,SC,34.0918192,-80.9200886
tates,Broad River Estates,SC,34.0501521,-81.0884267
ights,Brockington Heights,SC,34.0979297,-81.0587028
town,Butchertown ,SC,34.0201541,-81.0420366
wood,Byrneswood,SC,34.0468197,-81.056759
view,Capitol View,SC,33.9740441,-80.9295344
wood,Charleswood,SC,34.112652,-80.9336997
rings,Clear Springs,SC,34.1220961,-80.9264772
ights,Colonial Heights,SC,34.0323762,-81.0342584
rest,Crane Forest,SC,34.09043,-81.0539805
wood,Deaswood,SC,34.008211,-80.966757
farms,Deer Ridge Farms,SC,33.9970981,-80.7998101
hills,Dominion Hills,SC,33.9576548,-80.902312
hills,Drexel Lake Hills,SC,34.0612644,-80.9164778
hills,Dunston Hills,SC,34.0640413,-81.0684258
brook,Dutchbrook,SC,34.0332077,-81.0987051
lake,East Lake,SC,34.1040377,-81.2264856
hills,East Lake Hills,SC,34.0757087,-80.9359224
wood,Elmwood,SC,34.0134874,-81.0467591
alley,Emerald Valley,SC,34.0451523,-81.0845377
hills,Forest Hills,SC,34.0120999,-81.0053688
tates,Forestwood Estates,SC,34.0898748,-80.9334222
rings,Gordon Springs,SC,33.9804332,-80.9525903
tates,Green Lake Estates,SC,33.9884875,-80.8439776
rings,Green Springs,SC,34.1287624,-80.9042545
tates,Harmon Estates,SC,33.9912647,-80.7970323
ights,Haskell Heights,SC,34.0862635,-81.048147
wood,Heathwood,SC,33.9990448,-80.9864797
rest,Highland Forest,SC,34.094042,-81.00259
wood,Hollywood,SC,33.9876554,-81.0167582
hills,Hollywood Hills,SC,34.0795976,-81.0187018
ights,Kilbourne Heights,SC,34.0101556,-80.9839795
epark,Kilbourne Park,SC,34.0026557,-80.9798128
wood,Kingswood,SC,34.0543187,-81.0920378
wood,Knollwood,SC,33.9651554,-80.9584238
tates,Lake Elizabeth Estates,SC,34.1084858,-80.9828673
view,Lakeview,SC,34.0232104,-80.9548122
manor,Latimer Manor,SC,34.0384873,-81.0300916
hills,Lee Hills,SC,33.9832103,-80.8881449
creek,Lost Creek,SC,34.1107059,-81.1367604
lake,Meadow Lake,SC,34.0782092,-81.0034235
field,Meadowfield,SC,33.9623777,-80.964535
ights,Melrose Heights,SC,34.0065447,-81.002591
tates,Mill Creek Estates,SC,33.9398772,-80.918979
wood,Millwood,SC,33.9932112,-80.9659238
brook,Mountain Brook,SC,33.9795993,-80.9095341
ing,North Crossing,SC,34.1370952,-80.8784206
rings,North Springs,SC,34.1348732,-80.8873097
rest,Old Forest,SC,34.04821,-80.9812012
rest,Pine Forest,SC,34.0779305,-81.0423136
lake,Pine Lake,SC,33.9793214,-80.8906449
alley,Pine Valley,SC,34.0487634,-81.0839821
creek,Quail Creek,SC,33.9626545,-80.8753671
hills,Quail Hills,SC,33.9732102,-80.8806448
wood,Ravinwood,SC,34.0326548,-80.9756457
land,Richland,SC,34.0557098,-80.9914791
rest,Riverside Forest,SC,34.0393192,-81.0798155
creek,Rose Creek,SC,34.1404287,-80.9003655
wood,Rosewood,SC,33.9923782,-80.9953687
tates,Royal Pines Estates,SC,34.1051515,-80.8517539
wood,Saint Marks Wood,SC,33.9798775,-80.9373123
tates,San Marco Estates,SC,33.9737654,-80.8531444
wood,Sandwood,SC,34.0468207,-80.9467562
alley,Spring Valley,SC,34.1070966,-80.9345331
hill,Springhill,SC,34.0876529,-80.9537003
wood,Springwood,SC,34.0807087,-80.9545337
rest,Strathaven Forest,SC,33.9759883,-80.918701
ville,Summerville,SC,34.2090367,-81.3095413
wood,Tanglewood,SC,34.0634868,-80.9414782
rest,The Forest,SC,34.0876504,-81.1434278
wood,Wedgewood,SC,34.0798751,-80.9312
wood,Wildewood,SC,34.1043185,-80.8820322
tates,Windsor Estates,SC,34.0843195,-80.9292555
epark,Windsor Lake Park,SC,34.0704311,-80.942867
tates,Woodhill Estates,SC,33.9782112,-80.9692572
ville,Dentsville,SC,34.0640426,-80.9581451
grove,Hickory Grove,SC,34.9831881,-81.4164751
ville,Mountville,SC,34.3629042,-81.9676061
beach,Myrtle Beach,SC,33.6890603,-78.8866943
land,New Holland,SC,33.6943145,-81.4906591
hope,New Hope,SC,34.0176606,-79.7508996
ville,Nixville,SC,32.7429485,-81.1520489
grove,Oak Grove,SC,34.3515481,-79.5425543
ville,Old Cordesville,SC,33.1776695,-79.9167463
brook,Overbrook,SC,34.8598398,-82.3778985
land,Pageland,SC,34.7732102,-80.3917315
hill,Paint Hill,SC,34.2368182,-80.5606338
place,Park Place,SC,34.8695619,-82.4087331
ville,Partersville,SC,33.5118299,-80.5064755
arr,Parr,SC,34.2659804,-81.332597
ville,Paxville,SC,33.7387724,-80.3573043
ham,Pelham,SC,34.8570628,-82.2240024
ville,Pickensville,SC,34.81206,-82.601521
hill,Pleasant Hill,SC,34.6198725,-80.684793
alley,Pleasant Valley,SC,35.0018151,-80.8556287
ing,Polecat Landing,SC,34.0846077,-79.2489343
hill,Poverty Hill,SC,33.5631902,-82.0115053
ville,Powdersville,SC,34.7917845,-82.4929054
town,Pringletown,SC,33.1437772,-80.3059283
land,Promised Land,SC,34.1284542,-82.2395685
town,Pumpkintown,SC,35.0028962,-82.6529075
bank,Red Bank,SC,33.9320929,-81.2384331
ville,Reevesville,SC,33.2057173,-80.6478749
hope,Rice Hope,SC,33.0904486,-79.9328594
ing,Ridge Spring,SC,33.8454176,-81.6617723
land,Ridgeland,SC,32.4807435,-80.980386
ville,Ridgeville,SC,33.095723,-80.3153738
side,Riverside,SC,34.7712572,-80.8409046
ville,Robertville,SC,32.586568,-81.1984385
hill,Rock Hill,SC,34.9248667,-81.0250784
ome,Rome,SC,33.6479447,-79.4383902
ville,Rowesville,SC,33.3698789,-80.8370386
ing,Russell Lake Landing,SC,33.0623893,-80.4567661
alley,Salley,SC,33.565705,-81.3034371
hiloh,Shiloh,SC,34.7748697,-80.7903463
ville,Simpsonville,SC,34.7370639,-82.2542834
hill,Society Hill,SC,34.5126567,-79.8508976
hill,Spring Hill,SC,34.1515427,-80.4384113
hill,Spring Hill,SC,34.1757037,-81.287319
ford,Stafford,SC,32.6701748,-81.1648271
arr,Starr,SC,34.3770509,-82.6956891
ing,Stave Landing,SC,34.1771076,-79.1908754
ing,Steel Creek Landing,SC,33.0951524,-81.6117769
hill,Stoney Hill,SC,34.1673621,-81.5748276
ville,Summerville,SC,33.0185039,-80.1756481
brook,Sunny Brook,SC,33.6768033,-81.8128879
land,Switzerland,SC,32.4276903,-81.0087199
creek,Toney Creek,SC,34.5542799,-82.4223468
ville,Townville,SC,34.5637137,-82.8984775
rest,Travelers Rest,SC,34.9676167,-82.4434548
town,Tuckertown,SC,34.5262515,-81.4859345
ville,Turbeville,SC,33.8907158,-80.0184063
ing,Turnbridge Landing,SC,32.1299285,-81.0134446
ville,Varnville,SC,32.8504445,-81.0792722
ville,Vaughanville,SC,34.2434633,-81.9128926
ing,Wachesaw Landing,SC,33.5607244,-79.0847618
place,Ware Place,SC,34.6278936,-82.3909565
ville,Wattsville,SC,34.5231793,-81.9948149
view,West View,SC,34.9251217,-81.9931595
ville,Whitesville,SC,33.1473916,-80.0614739
sburg,Wilksburg,SC,34.7451365,-81.385928
sboro,Winnsboro,SC,34.3807012,-81.0864776
beach,North Myrtle Beach,SC,33.8160058,-78.680016
town,Oldtown ,SC,34.1734677,-81.781777
ville,Gowensville,SC,35.114837,-82.2251131
rest,Pine Forest,SC,34.4806603,-82.7176353
ights,Varennes Heights,SC,34.4678837,-82.6701336
beach,Ocean Drive Beach,SC,33.8185058,-78.673349
ville,Smithville,SC,34.1981748,-82.2604019
renzo,Lorenzo ,SC,34.1492874,-82.236235
hills,Wachovia Hills,SC,34.2987667,-79.6928373
ville,McClellanville,SC,33.0882246,-79.4611743
rest,Ashley Forest,SC,32.7846211,-79.9875905
manor,Ashley Hall Manor,SC,32.8093429,-80.012035
ville,Ashleyville,SC,32.7932321,-79.9845345
tates,Camp Road Estates,SC,32.7365666,-79.9745353
ights,Cassina Heights,SC,32.8060091,-79.8339727
wood,Castlewood,SC,32.804343,-80.0309247
rings,Cedar Springs,SC,32.720456,-80.0625937
farms,Charleston Farms,SC,32.8996188,-79.9959208
tates,Charlestowne Estates,SC,32.8123984,-79.9914787
place,Cherokee Place,SC,32.8571196,-79.9745324
field,Chesterfield,SC,32.7579551,-79.9914803
place,Chicora Place,SC,32.8571196,-79.9684211
creek,Church Creek,SC,32.8237869,-80.0525916
tates,Cooper Estates,SC,32.8007317,-79.878419
tates,Country Club Estates,SC,32.757955,-79.9659236
hills,Covington Hills,SC,32.8685081,-80.0573128
epark,Creekside Park,SC,32.8046204,-79.8720297
ights,Deerwood Heights,SC,32.9590617,-80.0623108
wood,Dellwood,SC,32.733511,-79.9225886
tates,Evanston Estates,SC,32.8568418,-80.0492572
place,Faber Place,SC,32.8462865,-80.0298124
hills,Fenwick Hills,SC,32.7348999,-80.0737051
hills,Forest Hills,SC,32.8996184,-80.0856465
tates,Fort Johnson Estates,SC,32.7421218,-79.9084212
hill,Garden Hill,SC,32.8135093,-79.9561995
grove,Green Grove,SC,32.8560085,-80.0192562
hill,Green Hill,SC,32.7321222,-79.9412005
rest,Greencrest,SC,32.7212892,-79.9589791
view,Harbor View,SC,32.7568439,-79.9556453
wood,Heathwood,SC,32.8001764,-80.0048129
ights,Hibernian Heights,SC,32.8273979,-79.9495322
adows,Hickory Shadows,SC,32.8065648,-79.8556402
side,Hillside,SC,32.7968432,-79.9925903
hill,Honey Hill,SC,32.7246224,-79.943145
tates,Jamestown Estates,SC,32.7304557,-79.9714796
bluff,Lakeview of Lawton Bluff,SC,32.7485106,-79.9412005
che,Laroche,SC,32.7182338,-80.2581544
bluff,Lawton Bluff,SC,32.7421219,-79.9414783
tates,Lee Jackson Estates,SC,32.7268447,-79.9653683
hills,Liberty Hills,SC,32.8801748,-80.0000882
tates,Long Branch Estates,SC,32.7976763,-80.0539812
wood,Lynnwood,SC,32.7279557,-79.9592568
ough,Marlborough,SC,32.7573995,-79.9800909
wood,Millwood,SC,32.7960095,-79.881197
land,Moreland,SC,32.78351,-79.9734232
ights,Moultrie Heights,SC,32.789343,-79.8678632
hill,Murry Hill,SC,32.8004542,-80.002035
grove,Myrtle Grove,SC,32.7918431,-80.0514812
tates,Northwood Estates,SC,32.9518397,-80.0517549
rest,Oak Forest,SC,32.7865656,-79.9995353
grove,Oak Grove,SC,32.9029521,-80.0156437
rest,Oakcrest,SC,32.7240669,-79.9609236
tates,Orange Grove Estates,SC,32.8176761,-80.00009
tates,Orleans Estates,SC,32.7968431,-80.0270359
ights,Osceola Heights,SC,32.786843,-79.8592517
oaks,Osceola Oaks,SC,32.7882319,-79.8614741
place,Oswald Place,SC,32.7196225,-79.9384226
tates,Parkwood Estates,SC,32.7793436,-79.9978688
place,Parish Place,SC,32.8182312,-79.8573067
hill,Pepperhill,SC,32.9337844,-80.0745341
tates,Plantation Estates,SC,32.8154539,-80.0195351
hills,Pleasant Hills,SC,32.9685059,-80.0631439
tates,Point Park Estates,SC,32.7368443,-80.1064838
run,Quail Run,SC,32.7210114,-79.9520343
ough,Queensborough,SC,32.724067,-79.9700907
view,Riverview,SC,32.7357333,-79.9478675
ights,Saint Andrews Heights,SC,32.7912877,-80.0120355
tates,Seaside Farms Estates,SC,32.8112868,-79.8250834
grove,Shady Grove,SC,32.8873968,-80.0139774
wood,Shemwood,SC,32.7998982,-79.8645295
rest,Sherwood Forest,SC,32.7929544,-80.0098132
hiloh,Shiloh,SC,32.7443447,-80.3945461
farms,Shoreline Farms,SC,32.727678,-80.0189814
field,Springfield,SC,32.8368422,-80.0545357
ights,Stafford Heights,SC,32.7210115,-80.0714828
view,Tidalview,SC,32.7376777,-79.9703685
ights,Union Heights,SC,32.8387866,-79.9584212
tates,Wando Estates,SC,32.8285087,-79.840917
ights,Wappo Heights,SC,32.7715658,-79.96759
wood,Wildwood,SC,32.9115629,-80.0356442
ville,Wilsonville,SC,32.9140628,-80.0428667
place,Windsor Place,SC,32.8421199,-79.9598101
manor,Woodside Manor,SC,33.0023936,-80.1300907
ing,Barrell Landing,SC,32.295198,-80.9306648
ing,Purysburgh Landing,SC,32.3040847,-81.1220556
ights,Melbourne Heights,SC,34.5217736,-82.6401332
land,Kiawah Island,SC,32.6082373,-80.0848166
land,Seabrook Island,SC,32.5771277,-80.170652
town,Flemingtown,SC,33.9576627,-79.5095022
ville,Batesburg-Leesville,SC,33.9101425,-81.5373261
rest,Enchanted Forest,SC,34.8717841,-82.4620688
wood,Millwood ,SC,34.0645605,-82.6262444
farms,The Farms,SC,32.9076742,-80.0061988
epark,Lakeview Mobile Home Park,SC,34.9909529,-81.9964945
rings,Love Springs,SC,35.0459589,-81.7748243
town,Green Town,SC,33.3948856,-80.3531449
town,Possum Town,SC,33.3887745,-80.3467561
ville,Millville ,SC,34.7751274,-81.9539894
wood,Lakewood,SC,33.8468258,-80.3500812
tates,Murphys Estates,SC,33.601246,-81.9442811
wood,Wedgewood,SC,33.8837676,-80.5125847
city,Garden City,SC,33.5929472,-79.0086464
lake,Northlake,SC,34.5662182,-82.6840241
oaks,Seven Oaks,SC,34.0487617,-81.1464842
ights,Valencia Heights,SC,33.9765447,-80.9850909
field,Woodfield,SC,34.0593202,-80.9309225
town,Shannontown,SC,33.8898805,-80.3409139
ieu,DeBordieu,SC,33.3690565,-79.1517111
land,Dataw Island,SC,32.4336,-80.5776
grove,Oak Grove,SC,33.971913,-81.143865
epark,Stone Haven Mobile Home Park,SC,34.9161111,-81.8897222
epark,Converse Road Mobile Home Park,SC,35.0041667,-81.8466667
epark,Anchor Mobile Home Park,SC,34.9866667,-81.9947222
epark,Chelsea Mobile Home Park,SC,34.9019444,-81.9794444
epark,Cokes Ridge Mobile Home Park,SC,34.9263889,-82.1372222
epark,Countryside Mobile Home Park,SC,34.8988889,-81.9794444
epark,Diamond J Mobile Home Park,SC,35.05,-81.9155556
epark,Frady's Mobile Home Park,SC,34.9938889,-81.9738889
epark,Gaines Mobile Home Park,SC,35.0458333,-82.0647222
epark,Heatherwood Mobile Home Park,SC,34.8758333,-81.9558333
epark,Lakewood Mobile Home Park,SC,34.9861111,-81.9177778
epark,Mountain View Mobile Home Park,SC,35.03,-82.0897222
epark,Palmetto West Mobile Home Park,SC,34.9519444,-82.0158333
epark,Reynolds Mobile Home Park,SC,35.1105556,-81.8463889
epark,Thorn Ridge Mobile Home Park,SC,35.0116667,-81.9808333
tates,Wellford Estates,SC,34.9638889,-82.0625
creek,Oak Creek,SC,34.80229,-82.543824
town,Browntown,SC,34.2032918,-80.3166459
beach,Arlington Beach,SD,44.5338553,-97.0978447
croft,Bancroft,SD,44.488028,-97.7500834
land,Batesland,SD,43.1294379,-102.102097
creek,Bear Creek,SD,45.0622031,-101.4459883
city,Big Stone City,SD,45.2916316,-96.4628344
sburg,Billsburg,SD,44.4005405,-101.6801452
ford,Brentford,SD,45.1602486,-98.3228702
land,Broadland,SD,44.4924824,-98.3492596
gap,Buffalo Gap,SD,43.4916502,-103.312975
ead,Bullhead,SD,45.7655532,-101.0806929
ing,Canning,SD,44.3963716,-100.0320677
olony,Cedar Grove Colony,SD,43.5302733,-98.8078637
creek,Cherry Creek,SD,44.60554,-101.49987
city,Claire City,SD,45.8571812,-97.1036974
olony,Clark Colony,SD,44.7894155,-97.9803683
lake,Clear Lake,SD,44.7457977,-96.6825584
olony,Cloverleaf Colony,SD,44.1824716,-97.5370166
rings,Coal Springs,SD,45.4416481,-102.1076557
ome,Colome,SD,43.2605567,-99.7151134
land,Doland,SD,44.8958034,-98.1006465
ing,Enning,SD,44.5755441,-102.5632234
view,Fairview,SD,43.2216499,-96.4900368
eau,Flandreau,SD,44.0494154,-96.595324
city,Garden City,SD,44.9582962,-97.581472
ville,Gayville,SD,42.8880517,-97.1722732
sburg,Gettysburg,SD,45.0116474,-99.9556728
alley,Glad Valley,SD,45.3991461,-101.7776401
olony,Glendale Colony,SD,44.79942,-98.2875931
ham,Glenham,SD,45.5327704,-100.2715173
olony,Graceville Colony,SD,43.9288648,-97.2861743
olony,Greenwood Colony,SD,43.2133241,-98.1511865
ville,Grenville,SD,45.4669018,-97.3937004
beach,Hartford Beach,SD,45.4055188,-96.6811767
beach,Hiawatha Beach,SD,45.4699623,-96.7445133
land,Hilland,SD,44.282763,-101.8565367
olony,Hillside Colony,SD,44.7388625,-98.0459248
city,Hub City,SD,42.9536045,-96.9044893
olony,Huron Colony,SD,44.5644242,-98.2067586
ville,Johnsonville,SD,44.5444101,-96.7856128
city,Lake City,SD,45.7252321,-97.4145399
ford,Langford,SD,45.6024517,-97.830379
ville,Lesterville,SD,43.0394406,-97.5956206
beach,Linden Beach,SD,45.4046856,-96.6486755
lake,Long Lake,SD,45.8566411,-99.205113
olony,Long Lake Colony,SD,45.6066433,-98.8195483
beach,Madsen Beach,SD,45.4602402,-96.7397907
