wood_DensityBasedClustering4minfeature.OBJECTID,wood_DensityBasedClustering4minfeature.SOURCE_ID,cluster,wood_DensityBasedClustering4minfeature.PROB,wood_DensityBasedClustering4minfeature.OUTLIER,wood_DensityBasedClustering4minfeature.EXEMPLAR,wood_DensityBasedClustering4minfeature.STABILITY,wood_DensityBasedClustering4minfeature.COLOR_ID,wood.FID,Suffix,Placename,State,Lat,Long
1504,1503,196,1,0,1,0.046579706,2,1503,wood,Rangewood,NC,35.920976,-79.1241795
1505,1504,187,1,0,1,0.058631061,7,1504,wood,Westwood,NC,35.301552,-77.5983031
1506,1505,187,0.826483072,0.173516928,0,0.058631061,7,1505,wood,Brentwood,NC,35.2965522,-77.5644127
1507,1506,197,0.364890149,0.635109851,0,0.095574621,4,1506,wood,Maplewood,NC,35.8018182,-78.4863897
1509,1508,197,1,0,1,0.095574621,4,1508,wood,Eastwood,NC,35.7715404,-78.6005583
1510,1509,197,1,0,1,0.095574621,4,1509,wood,Lockwood,NC,35.7998735,-78.6116695
1511,1510,197,1,0,1,0.095574621,4,1510,wood,Rollingwood,NC,35.7926513,-78.598336
1512,1511,197,0.800529816,0.199470184,0,0.095574621,4,1511,wood,Brentwood,NC,35.825151,-78.6019471
1513,1512,197,0.750738121,0.249261879,0,0.095574621,4,1512,wood,Arrowood,NC,35.7615404,-78.5691689
1514,1513,197,0.289252086,0.710747914,0,0.095574621,4,1513,wood,Knollwood,NC,35.745152,-78.8180622
1515,1514,197,0.361624504,0.638375496,0,0.095574621,4,1514,wood,Hazelwood,NC,35.8051505,-78.8016728
1516,1515,197,1,0,1,0.095574621,4,1515,wood,Ridgewood,NC,35.8068178,-78.6827819
1517,1516,197,0.607484242,0.392515758,0,0.095574621,4,1516,wood,Wynnewood,NC,35.7684852,-78.70056
1518,1517,197,0.607484242,0.392515758,0,0.095574621,4,1517,wood,Markwood,NC,35.8351506,-78.6769483
1519,1518,197,1,0,1,0.095574621,4,1518,wood,Edgewood,NC,35.8001512,-78.6547258
1523,1522,195,0.921055203,0.078944797,0,0.104926062,3,1522,wood,Birchwood,NC,36.1387466,-79.4680779
1524,1523,195,1,0,1,0.104926062,3,1523,wood,Crestwood,NC,36.0751359,-79.4755774
1525,1524,195,1,0,1,0.104926062,3,1524,wood,Westerwood,NC,36.0831915,-79.4702996
1526,1525,195,0.757255344,0.242744656,0,0.104926062,3,1525,wood,Rockwood,NC,36.0387482,-79.4019642
1527,1526,195,1,0,1,0.104926062,3,1526,wood,Knollwood,NC,36.0668033,-79.4266873
1528,1527,195,1,0,1,0.104926062,3,1527,wood,Northwood,NC,36.0951365,-79.417243
1530,1529,186,0.358288578,0.641711422,0,0.130399997,6,1529,wood,Deerwood,NC,35.2982184,-77.8822046
1531,1530,186,1,0,1,0.130399997,6,1530,wood,Pinewood,NC,35.3954395,-77.9191508
1532,1531,186,0.273855247,0.726144753,0,0.130399997,6,1531,wood,Eastwood,NC,35.2993293,-77.7797001
1534,1533,167,0.575950086,0.424049914,0,0.215336681,5,1533,wood,Brentwood,NC,35.0418299,-78.9844733
1535,1534,167,1,0,1,0.215336681,5,1534,wood,Kirkwood,NC,35.0626633,-78.9483609
1536,1535,167,1,0,1,0.215336681,5,1535,wood,Westwood,NC,35.0621077,-78.9525277
1537,1536,167,1,0,1,0.215336681,5,1536,wood,Lockwood,NC,35.0607192,-78.9205821
1538,1537,167,1,0,1,0.215336681,5,1537,wood,Talleywood,NC,35.0501636,-78.9297492
1539,1538,167,0.553152591,0.446847409,0,0.215336681,5,1538,wood,Northwood,NC,35.1165522,-78.8769697
1540,1539,167,0.960853372,0.039146628,0,0.215336681,5,1539,wood,Englewood,NC,35.0901631,-78.9358604
1541,1540,167,0.741536557,0.258463443,0,0.215336681,5,1540,wood,Warrenwood,NC,35.1234963,-78.9086373
1542,1541,167,0.809163573,0.190836427,0,0.215336681,5,1541,wood,Rollingwood,NC,35.118774,-78.9164153
1543,1542,167,0.371186916,0.628813084,0,0.215336681,5,1542,wood,Hollywood,NC,35.0734975,-78.838635
1544,1543,200,0.920617544,0.079382456,0,0.082892961,7,1543,wood,Westwood,NC,36.1148579,-79.8439223
1545,1544,200,1,0,1,0.082892961,7,1544,wood,Spicewood,NC,36.1279132,-79.7941983
1546,1545,200,0.56514941,0.43485059,0,0.082892961,7,1545,wood,Friendswood,NC,36.070136,-79.8961462
1547,1546,166,1,0,1,0.132419363,6,1546,wood,Dellwood,NC,35.3323391,-82.4903979
1548,1547,166,0.675291651,0.324708349,0,0.132419363,6,1547,wood,Kingswood,NC,35.2587279,-82.4342856
1549,1548,166,0.86250406,0.13749594,0,0.132419363,6,1548,wood,Ravenwood,NC,35.2687281,-82.4448414
1550,1549,166,1,0,1,0.132419363,6,1549,wood,Westwood,NC,35.2934504,-82.4695641
1555,1554,147,1,0,1,0.033179508,3,1554,wood,Stillwood,NC,34.7651641,-77.4907997
1556,1555,147,1,0,1,0.033179508,3,1555,wood,Lakewood,NC,34.7929408,-77.4271855
1557,1556,147,1,0,1,0.033179508,3,1556,wood,Branchwood,NC,34.7854407,-77.4130182
1560,1559,181,0.43357524,0.56642476,0,0.051319785,5,1559,wood,Winwood,NC,35.9807091,-77.9452621
1561,1560,186,1,0,1,0.130399997,6,1560,wood,Ravenwood,NC,35.3823841,-77.914984
1562,1561,186,1,0,1,0.130399997,6,1561,wood,Ridgewood,NC,35.3809952,-77.9516522
1563,1562,186,1,0,1,0.130399997,6,1562,wood,Teakwood,NC,35.3868285,-77.9263734
1564,1563,181,1,0,1,0.051319785,5,1563,wood,Wildwood,NC,35.7476575,-77.9374848
1565,1564,181,1,0,1,0.051319785,5,1564,wood,Eastwood,NC,35.6937692,-77.8713712
1566,1565,181,1,0,1,0.051319785,5,1565,wood,Westwood,NC,35.7304355,-77.9399849
1567,1566,181,1,0,1,0.051319785,5,1566,wood,Edgewood,NC,35.7484907,-77.9563745
1568,1567,141,1,0,1,0.006819223,4,1567,wood,Idlewood,NC,34.7476604,-79.5172723
1569,1568,141,1,0,1,0.006819223,4,1568,wood,Westwood,NC,34.7721048,-79.4858813
1570,1569,141,0.95668074,0.04331926,0,0.006819223,4,1569,wood,Park Wood,NC,34.7923828,-79.4511572
1571,1570,185,1,0,1,0.01398093,6,1570,wood,Wildwood,NC,35.5168186,-79.2322434
1572,1571,185,1,0,1,0.01398093,6,1571,wood,Brookwood,NC,35.4784866,-79.202244
1573,1572,185,1,0,1,0.01398093,6,1572,wood,Brentwood,NC,35.4715422,-79.212522
1574,1573,187,1,0,1,0.058631061,7,1573,wood,Tanglewood,NC,35.2926631,-77.6188596
1575,1574,185,1,0,1,0.01398093,6,1574,wood,Brickwood,NC,35.4643221,-79.05641
1577,1576,203,1,0,1,0.015519556,8,1576,wood,Eaglewood,NC,36.107082,-80.4269996
1579,1578,199,0.360313779,0.639686221,0,0.070542279,6,1578,wood,Trentwood,NC,36.3368029,-79.678364
1580,1579,199,1,0,1,0.070542279,6,1579,wood,Windwood,NC,36.4629157,-79.7822583
1581,1580,199,1,0,1,0.070542279,6,1580,wood,Ravenwood,NC,36.4740269,-79.8280933
1582,1581,199,1,0,1,0.070542279,6,1581,wood,Meadowood,NC,36.4823603,-79.8108707
1583,1582,177,1,0,1,0.051427034,1,1582,wood,Candlewood,NC,35.2529208,-80.7342359
1584,1583,177,1,0.119888631,0,0.051427034,1,1583,wood,Ravenwood,NC,35.2470875,-80.7250692
1585,1584,177,1,0,1,0.051427034,1,1584,wood,Heatherwood,NC,35.2256992,-80.7086801
1586,1585,177,1,0.233083179,0,0.051427034,1,1585,wood,Statewood,NC,35.1829225,-80.749514
1587,1586,177,1,0,1,0.051427034,1,1586,wood,Kolewood,NC,35.1957,-80.7025689
1588,1587,177,1,0.27007158,0,0.051427034,1,1587,wood,Wilson Wood,NC,35.2020886,-80.6634017
1589,1588,177,1,0,1,0.051427034,1,1588,wood,Wildwood,NC,35.2576401,-80.9759069
1590,1589,177,1,0,1,0.051427034,1,1589,wood,Deerwood,NC,35.2779178,-80.9503511
1591,1590,177,1,0.453152793,0,0.051427034,1,1590,wood,Pellyn Wood,NC,35.135701,-80.7986819
1592,1591,177,1,0.362700761,0,0.051427034,1,1591,wood,Wynnwood,NC,35.1815335,-80.762292
1593,1592,177,1,0.003416461,0,0.051427034,1,1592,wood,Yorkwood,NC,35.1495881,-80.9214625
1594,1593,177,1,0,1,0.051427034,1,1593,wood,Parkwood,NC,35.2237521,-80.9781294
1595,1594,177,1,0.187605671,0,0.051427034,1,1594,wood,Ramblewood,NC,35.1284779,-80.8984066
1596,1595,180,1,0,1,0.205146972,1,1595,wood,Rollingwood,NC,35.5740504,-77.4049657
1597,1596,180,1,0,1,0.205146972,1,1596,wood,Brentwood,NC,35.5868281,-77.377465
1598,1597,180,0.631864621,0.368135379,0,0.205146972,1,1597,wood,Westwood,NC,35.5973833,-77.4032991
1599,1598,180,0.734954625,0.265045375,0,0.205146972,1,1598,wood,Baywood,NC,35.5468286,-77.3905204
1600,1599,180,0.636318977,0.363681023,0,0.205146972,1,1599,wood,Clevewood,NC,35.5384954,-77.3827424
1601,1600,180,1,0,1,0.205146972,1,1600,wood,Dellwood,NC,35.5873837,-77.3505197
1602,1601,180,0.868131181,0.131868819,0,0.205146972,1,1601,wood,Eastwood,NC,35.5904393,-77.3416305
1603,1602,180,1,0,1,0.205146972,1,1602,wood,Englewood,NC,35.5918281,-77.3546865
1604,1603,180,0.145967945,0.854032055,0,0.205146972,1,1603,wood,Birchwood,NC,35.6040491,-77.5944166
1605,1604,177,1,0.381862969,0,0.051427034,1,1604,wood,Tanglewood,NC,35.2812527,-80.8150709
1606,1605,177,1,0.419279059,0,0.051427034,1,1605,wood,Autumnwood,NC,35.280698,-80.750903
1607,1606,196,0.634961432,0.365038568,0,0.046579706,2,1606,wood,Marywood,NC,36.0651425,-78.95362
1608,1607,175,0.383994244,0.616005756,0,0.05296079,5,1607,wood,Meadowood,NC,35.3012411,-81.5006449
1611,1610,184,1,0,1,0.028927897,6,1610,wood,Bellwood,NC,35.7654162,-80.8061824
1612,1611,184,1,0,1,0.028927897,6,1611,wood,Kingswood,NC,35.8448579,-80.8800731
1614,1613,56,0.117706266,0.882293734,0,0.054061516,2,1613,wood,Piney Wood,NC,34.5662786,-78.0980485
1620,1619,146,1,0,1,0.011941559,8,1619,wood,Greenwood,NC,35.0793261,-77.0871716
1621,1620,146,1,0,1,0.011941559,8,1620,wood,Edgewood,NC,35.0848817,-77.0991164
1622,1621,146,1,0,1,0.011941559,8,1621,wood,Creekwood,NC,35.0821038,-77.0941163
1623,1622,166,0.180772328,0.819227672,0,0.132419363,6,1622,wood,Knollwood,NC,35.5942777,-82.5904049
1624,1623,166,1,0,1,0.132419363,6,1623,wood,Sedgewood,NC,35.3637273,-82.5120651
1625,1624,166,0.191718835,0.808281165,0,0.132419363,6,1624,wood,Fernwood,NC,35.2245591,-82.694847
1626,1625,172,0.856175385,0.143824615,0,0.005100825,1,1625,wood,Pinewood,NC,35.9159638,-81.5670415
1630,1629,203,0.864426059,0.135573941,0,0.015519556,8,1629,wood,Brookwood,NC,36.1265263,-80.2294931
1631,1630,166,0.954292848,0.045707152,0,0.132419363,6,1630,wood,Crestwood,NC,35.367616,-82.520121
1633,1632,172,0.897571704,0.102428296,0,0.005100825,1,1632,wood,Flatwood,NC,36.5556752,-81.6534465
1634,1633,141,1,0,1,0.006819223,4,1633,wood,Glenwood,NC,34.9320979,-79.7583901
1635,1634,200,1,0,1,0.082892961,7,1634,wood,Glenwood,NC,36.0551356,-79.8097537
1636,1635,203,1,0,1,0.015519556,8,1635,wood,Grapewood,NC,36.11986,-80.4383889
1637,1636,185,0.926604063,0.073395937,0,0.01398093,6,1636,wood,Haywood,NC,35.6201515,-79.0639047
1638,1637,200,1,0,1,0.082892961,7,1637,wood,Kirkwood,NC,36.1045799,-79.8091986
1640,1639,200,0.411166996,0.588833004,0,0.082892961,7,1639,wood,Lakewood,NC,36.1412463,-79.6944731
1641,1640,166,0.86250406,0.13749594,0,0.132419363,6,1640,wood,Lakewood,NC,35.2937284,-82.4892867
1642,1641,172,1,0,1,0.005100825,1,1641,wood,Legerwood,NC,36.0142972,-81.5198194
1643,1642,141,1,0,1,0.006819223,4,1642,wood,Maplewood,NC,34.9245981,-79.7539459
1645,1644,200,0.815290365,0.184709635,0,0.082892961,7,1644,wood,Oakwood,NC,36.0398581,-79.8497552
1646,1645,185,0.666343176,0.333656824,0,0.01398093,6,1645,wood,Parkwood,NC,35.4287602,-79.4930812
1647,1646,197,0.457001727,0.542998273,0,0.095574621,4,1646,wood,Rangewood,NC,35.7065423,-78.6461161
1648,1647,146,1,0,1,0.011941559,8,1647,wood,Ravenswood,NC,34.9790471,-77.2341214
1649,1648,56,0.162732112,0.837267888,0,0.054061516,2,1648,wood,Riegelwood,NC,34.3398906,-78.2252766
1650,1649,172,1,0,1,0.005100825,1,1649,wood,Sherwood,NC,36.2698487,-81.7765001
1651,1650,187,0.687994423,0.312005577,0,0.058631061,7,1650,wood,Southwood,NC,35.2087745,-77.5671901
1652,1651,177,0.966772199,0.033227801,0,0.051427034,1,1651,wood,Springwood,NC,35.2726388,-81.0628534
1653,1652,200,1,0,1,0.082892961,7,1652,wood,Westerwood,NC,36.0793022,-79.8036426
1654,1653,166,0.258394994,0.741605006,0,0.132419363,6,1653,wood,Stockwood,NC,35.5340026,-82.5170668
1655,1654,166,1,0,1,0.132419363,6,1654,wood,Foxwood,NC,35.3612276,-82.501787
1656,1655,197,0.250305392,0.749694608,0,0.095574621,4,1655,wood,Parkwood,NC,35.8918135,-78.9083414
1659,1658,180,0.640716049,0.359283951,0,0.205146972,1,1658,wood,Lake Glenwood,NC,35.5751618,-77.3094072
1660,1659,187,1,0,1,0.058631061,7,1659,wood,Branchwood,NC,35.3021073,-77.666084
1661,1660,187,1,0,1,0.058631061,7,1660,wood,Hullwood,NC,35.3068296,-77.6458053
1662,1661,200,0.280024279,0.719975721,0,0.082892961,7,1661,wood,Ravenwood,NC,35.9056921,-79.9611494
1663,1662,200,0.267233553,0.732766447,0,0.082892961,7,1662,wood,Westwood,NC,35.912081,-79.9839282
1664,1663,199,1,0,1,0.070542279,6,1663,wood,Kirkwood,NC,36.4490266,-79.7747578
1666,1665,23,0.677560244,0.322439756,0,0.004085858,5,1665,wood,Harwood,ND,46.9794115,-96.8806377
1668,1667,2,1,0,1,3.55E-05,6,1667,wood,Lostwood,ND,48.4755803,-102.424064
1671,1670,2,1,0,1,3.55E-05,6,1670,wood,Sherwood,ND,48.9600187,-101.632661
1673,1672,2,1,0,1,3.55E-05,6,1672,wood,Underwood,ND,47.4563859,-101.137096
1674,1673,2,1,0,1,3.55E-05,6,1673,wood,Lynwood,ND,46.6666621,-100.9073539
1675,1674,23,0.696547438,0.303452562,0,0.004085858,5,1674,wood,Briarwood,ND,46.7860752,-96.7970272
1676,1675,26,1,0,1,0.005494482,3,1675,wood,Beechwood,NE,41.3236083,-95.9425135
1677,1676,26,0.675067935,0.324932065,0,0.005494482,3,1676,wood,Bellwood,NE,41.3427903,-97.2383727
1678,1677,26,1,0,1,0.005494482,3,1677,wood,Elmwood,NE,40.8416672,-96.2936215
1679,1678,12,0.960320353,0.039679647,0,0.001243585,8,1678,wood,Elwood,NE,40.590284,-99.8609545
1680,1679,26,0.968782677,0.031217323,0,0.005494482,3,1679,wood,Greenwood,NE,40.9627758,-96.4411197
1681,1680,26,1,0,1,0.005494482,3,1680,wood,Inglewood,NE,41.4163886,-96.5014142
1682,1681,26,0.89646612,0.10353388,0,0.005494482,3,1681,wood,Linwood,NE,41.4122295,-96.9314206
1683,1682,12,1,0,1,0.001243585,8,1682,wood,Maywood,NE,40.6575085,-100.6220914
1684,1683,12,1,0,1,0.001243585,8,1683,wood,Birdwood,NE,41.1536085,-100.884871
1694,1693,192,0.5679284,0.4320716,0,0.052491892,7,1693,wood,Baywood,NJ,40.0228949,-74.0890266
1695,1694,192,0.673610116,0.326389884,0,0.052491892,7,1694,wood,Allenwood,NJ,40.1415033,-74.0998616
1696,1695,208,0.366512306,0.633487694,0,0.065378116,8,1695,wood,Allwood,NJ,40.8425998,-74.1587551
1697,1696,192,0.592074827,0.407925173,0,0.052491892,7,1696,wood,Beachwood,NJ,39.939007,-74.1929188
1698,1697,222,1,0,1,0.006797736,4,1697,wood,Blackwood,NJ,39.8023363,-75.0640602
1700,1699,221,1,0,1,0.069503891,8,1699,wood,Collingswood,NJ,39.9181686,-75.071284
1703,1702,208,1,0,1,0.065378116,8,1702,wood,Englewood,NJ,40.8928771,-73.9726381
1704,1703,209,1,0,1,0.016630159,6,1703,wood,Fanwood,NJ,40.6409358,-74.383484
1706,1705,209,1,0,1,0.016630159,6,1705,wood,Garwood,NJ,40.6517692,-74.3229264
1708,1707,208,0.81666938,0.18333062,0,0.065378116,8,1707,wood,Grantwood,NJ,40.8267671,-73.9870832
1709,1708,221,1,0,1,0.069503891,8,1708,wood,Herwood,NJ,39.9378907,-75.0051696
1710,1709,221,0.697116185,0.302883815,0,0.069503891,8,1709,wood,Ivywood,NJ,39.9820568,-74.9893363
1712,1711,222,1,0,1,0.006797736,4,1711,wood,Kirkwood,NJ,39.8312252,-74.9912783
1713,1712,192,1,0,1,0.052491892,7,1712,wood,Lakewood,NJ,40.0978929,-74.2176435
1714,1713,201,1,0,1,0.027313693,1,1713,wood,Ledgewood,NJ,40.8812101,-74.6559944
1716,1715,208,1,0,1,0.065378116,8,1715,wood,Linwood,NJ,40.8631554,-73.9676381
1717,1716,201,0.91082579,0.08917421,0,0.027313693,1,1716,wood,Lockwood,NJ,40.9206541,-74.71933
1718,1717,209,0.913862496,0.086137504,0,0.016630159,6,1717,wood,Maplewood,NJ,40.7312123,-74.2734808
1719,1718,208,0.628197006,0.371802994,0,0.065378116,8,1718,wood,Maywood,NJ,40.902599,-74.0618074
1721,1720,201,1,0,1,0.027313693,1,1720,wood,Northwood,NJ,40.9720425,-74.6357165
1722,1721,208,0.714671591,0.285328409,0,0.065378116,8,1721,wood,Norwood,NJ,40.9981532,-73.9618039
1723,1722,221,0.661271648,0.338728352,0,0.069503891,8,1722,wood,Ramblewood,NJ,39.9287242,-74.9437783
1725,1724,208,0.427268439,0.572731561,0,0.065378116,8,1724,wood,Ridgewood,NJ,40.9792645,-74.1165313
1727,1726,192,1,0,1,0.052491892,7,1726,wood,South Lakewood,NJ,40.0717824,-74.2454221
1730,1729,221,1,0,1,0.069503891,8,1729,wood,Wellwood,NJ,39.9528905,-75.0490609
1731,1730,221,0.68953111,0.31046889,0,0.069503891,8,1730,wood,West Collingswood,NJ,39.9062242,-75.0929517
1732,1731,208,1,0,1,0.065378116,8,1731,wood,West Englewood,NJ,40.9020435,-74.0031944
1734,1733,208,0.691565561,0.308434439,0,0.065378116,8,1733,wood,Westwood,NJ,40.9912087,-74.0326395
1736,1735,192,1,0,1,0.052491892,7,1735,wood,Candlewood,NJ,40.1501139,-74.213477
1737,1736,201,1,0,1,0.027313693,1,1736,wood,Lower Longwood,NJ,40.9648205,-74.564603
1738,1737,201,1,0,1,0.027313693,1,1737,wood,Upper Longwood,NJ,40.9773204,-74.5454357
1740,1739,192,0.480259936,0.519740064,0,0.052491892,7,1739,wood,Midwood,NJ,40.0973361,-74.4182056
1741,1740,192,1,0,1,0.052491892,7,1740,wood,Oakwood,NJ,40.141225,-74.2576452
1742,1741,221,1,0,1,0.069503891,8,1741,wood,Locustwood,NJ,39.9242797,-75.0282261
1743,1742,209,1,0,1,0.016630159,6,1742,wood,Netherwood,NJ,40.6306581,-74.412096
1744,1743,221,1,0,1,0.069503891,8,1743,wood,Northwood,NJ,39.9159464,-74.9837795
1745,1744,209,0.940403973,0.059596027,0,0.016630159,6,1744,wood,Knollwood,NJ,40.7603783,-74.4040409
1746,1745,209,1,0,1,0.016630159,6,1745,wood,Brantwood,NJ,40.7292678,-74.3398719
1747,1746,222,1,0,1,0.006797736,4,1746,wood,Cherrywood,NJ,39.7984476,-75.0251687
1748,1747,222,1,0,1,0.006797736,4,1747,wood,Bishop Wood,NJ,39.7542815,-75.014056
1749,1748,192,0.487808388,0.512191612,0,0.052491892,7,1748,wood,Pine Ridge at Crestwood,NJ,39.9545618,-74.315146
1750,1749,208,0.650861639,0.349138361,0,0.065378116,8,1749,wood,West Norwood,NJ,41.0045419,-73.9670819
1751,1750,6,1,0,1,0.002263022,1,1750,wood,Cottonwood,NM,36.8738884,-108.3931374
1755,1754,3,0.148679203,0.851320797,0,0.014112362,5,1754,wood,Faywood,NM,32.5642484,-108.0242037
1760,1759,20,0.77363636,0.22636364,0,0.005492702,8,1759,wood,Lockwood,NV,39.5071343,-119.6465731
1761,1760,9,1,0,1,0,4,1760,wood,Cottonwood,NV,40.6332567,-115.867568
1762,1761,20,1,0,1,0.005492702,8,1761,wood,Edgewood,NV,38.9607412,-119.9418474
1763,1762,9,1,0,1,0,4,1762,wood,Wood,NV,40.9027018,-115.0386573
1764,1763,54,0.991254942,0.008745058,0,0.005804625,5,1763,wood,Collingwood,NY,42.8675669,-76.0829793
1765,1764,54,0.892798749,0.107201251,0,0.005804625,5,1764,wood,Ashwood,NY,43.3278355,-78.3100235
1767,1766,188,1,0,1,0.047593269,4,1766,wood,Brentwood,NY,40.7812093,-73.2462273
1768,1767,208,0.805520905,0.194479095,0,0.065378116,8,1767,wood,Crestwood,NY,40.9600984,-73.8243003
1770,1769,188,1,0,1,0.047593269,4,1769,wood,East Brentwood,NY,40.7920425,-73.2312266
1771,1770,54,0.991254942,0.008745058,0,0.005804625,5,1770,wood,Eastwood,NY,43.0661779,-76.1046452
1773,1772,188,1,0,1,0.047593269,4,1772,wood,Elwood,NY,40.8453761,-73.3351179
1775,1774,54,0.875188477,0.124811523,0,0.005804625,5,1774,wood,Fernwood,NY,43.4953477,-76.1504812
1776,1775,208,0.805520905,0.194479095,0,0.065378116,8,1775,wood,Fleetwood,NY,40.925099,-73.8359674
1777,1776,208,0.805520905,0.194479095,0,0.065378116,8,1776,wood,Glenwood,NY,40.9489874,-73.8962468
1778,1777,54,0.694450744,0.305549256,0,0.005804625,5,1777,wood,Glenwood,NY,42.6192276,-78.6578041
1779,1778,54,0.679212794,0.320787206,0,0.005804625,5,1778,wood,Glenwood,NY,43.1683887,-78.9967102
1780,1779,54,1,0,1,0.005804625,5,1779,wood,Graywood,NY,42.8122856,-77.7147222
1781,1780,54,0.707258808,0.292741192,0,0.005804625,5,1780,wood,Greenwood,NY,42.13507,-77.6483236
1782,1781,208,1,0,1,0.065378116,8,1781,wood,Inwood,NY,40.8656555,-73.9268035
1784,1783,54,0.862896453,0.137103547,0,0.005804625,5,1783,wood,Kenwood,NY,43.0581241,-75.6121247
1787,1786,54,1,0,1,0.005804625,5,1786,wood,Linwood,NY,42.8947837,-77.9491748
1788,1787,54,1,0.257927165,0,0.005804625,5,1787,wood,Lockwood,NY,42.0911853,-76.5499445
1789,1788,208,0.540318781,0.459681219,0,0.065378116,8,1788,wood,Maplewood,NY,40.9634317,-73.7887438
1790,1789,182,0.726428107,0.273571893,0,0.018020422,3,1789,wood,Maplewood,NY,41.6695344,-74.7396067
1791,1790,52,0.943633843,0.056366157,0,0.002664153,7,1790,wood,Maywood,NY,42.7439664,-73.8629001
1795,1794,54,1,0.200937747,0,0.005804625,5,1794,wood,Oakwood,NY,42.8895119,-76.6471684
1796,1795,110,1,0,1,0.006346274,2,1795,wood,Redwood,NY,40.9978774,-72.3134156
1799,1798,54,1,0.217187761,0,0.005804625,5,1798,wood,Ridgewood,NY,43.2503348,-78.6472536
1801,1800,54,1,0,1,0.005804625,5,1800,wood,Sherwood,NY,42.7609035,-76.6213334
1802,1801,182,1,0,1,0.018020422,3,1801,wood,Smallwood,NY,41.6653673,-74.8193301
1803,1802,54,0.991254942,0.008745058,0,0.005804625,5,1802,wood,Southwood,NY,42.9961772,-76.1088121
1805,1804,54,1,0,1,0.005804625,5,1804,wood,Swartwood,NY,42.2245189,-76.6096687
1808,1807,54,0.991254942,0.008745058,0,0.005804625,5,1807,wood,Wellwood,NY,43.4134025,-76.2504848
1811,1810,182,0.92357214,0.07642786,0,0.018020422,3,1810,wood,Burnwood,NY,41.9467545,-75.0604441
1812,1811,54,1,0.217187761,0,0.005804625,5,1811,wood,Dellwood,NY,42.9167259,-78.5783589
1813,1812,54,1,0.274219781,0,0.005804625,5,1812,wood,Elmwood,NY,42.8267357,-76.5232728
1814,1813,182,1,0,1,0.018020422,3,1813,wood,Fernwood,NY,41.8745324,-75.0696116
1815,1814,41,1,0,1,0.004235206,2,1814,wood,Floodwood,NY,44.3336701,-74.4062772
1817,1816,52,1,0,1,0.002664153,7,1816,wood,Kenwood,NY,42.6236907,-73.7731769
1818,1817,54,1,0.289223655,0,0.005804625,5,1817,wood,Kirkwood,NY,42.5334016,-77.4652647
1819,1818,54,1,0.217187761,0,0.005804625,5,1818,wood,Longwood,NY,42.9531152,-78.3694646
1820,1819,182,1,0,1,0.018020422,3,1819,wood,Lower Beechwood,NY,41.7581439,-74.9832207
1821,1820,54,1,0,1,0.005804625,5,1820,wood,Maplewood,NY,43.1072843,-77.6938926
1822,1821,188,0.622114875,0.377885125,0,0.047593269,4,1821,wood,Maywood,NY,40.7225997,-73.4245671
1823,1822,54,1,0,1,0.005804625,5,1822,wood,Meadow Wood,NY,42.9550628,-77.7233362
1825,1824,41,1,0,1,0.004235206,2,1824,wood,Robinwood,NY,44.0433942,-74.7476789
1826,1825,54,1,0.003209163,0,0.005804625,5,1825,wood,Shorewood,NY,42.428683,-77.1024705
1828,1827,182,1,0,1,0.018020422,3,1827,wood,Upper Beechwood,NY,41.7770327,-74.9896096
1829,1828,54,1,0,1,0.005804625,5,1828,wood,Wedgewood,NY,42.342018,-76.8866261
1831,1830,54,1,0,1,0.005804625,5,1830,wood,Caywood,NY,42.5653488,-76.863847
1832,1831,41,0.755409151,0.244590849,0,0.004235206,2,1831,wood,Norwood,NY,44.7514452,-74.9943641
1833,1832,41,1,0,1,0.004235206,2,1832,wood,Wildwood,NY,44.5625614,-74.9007504
1834,1833,188,1,0,1,0.047593269,4,1833,wood,Bay Wood,NY,40.7500985,-73.2912293
1835,1834,52,1,0,1,0.002664153,7,1834,wood,Castlewood,NY,43.1361111,-73.6638889
1836,1835,41,1,0,1,0.004235206,2,1835,wood,Hollywood,NY,44.385,-74.7305556
1837,1836,54,1,0.003209163,0,0.005804625,5,1836,wood,Collingwood,NY,42.2008333,-76.8886111
1838,1837,208,0.988178556,0.011821444,0,0.065378116,8,1837,wood,Dodgewood,NY,40.8936111,-73.9133333
1841,1840,157,1,0,1,0.006906112,8,1840,wood,Beachwood,OH,41.4644979,-81.5087322
1842,1841,103,0.304338247,0.695661753,0,0.060641155,8,1841,wood,Beechwood,OH,39.5983885,-84.5105033
1844,1843,103,0.673841235,0.326158765,0,0.060641155,8,1843,wood,Brentwood,OH,39.2283911,-84.5296663
1845,1844,103,1,0,1,0.060641155,8,1844,wood,Brookwood,OH,39.2014476,-84.4410528
1846,1845,153,1,0,1,0.000594621,6,1845,wood,Greenwood,OH,39.9247941,-81.4617864
1847,1846,103,1,0,1,0.060641155,8,1846,wood,Idlewood,OH,39.1486705,-84.4741089
1849,1848,68,1,0,1,0.010007343,5,1848,wood,Northwood,OH,41.607272,-83.4688204
1850,1849,104,1,0,1,0.012340581,1,1849,wood,Oakwood,OH,39.7253369,-84.1741059
1851,1850,160,1,0,1,0.028053247,1,1850,wood,Rockwood,OH,38.4309162,-82.438765
1853,1852,155,0.550464209,0.449535791,0,0.105688206,2,1852,wood,Sawyerwood,OH,41.0378341,-81.440946
